CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.57472545,0.61619705,0.43331462,0.5638673,0.71642935,0.49867114,0.16115949,0.6411485,0.593928,0.62823427,0.34316647,0.52589,0.3653946
0.4309545,0.5135948,0.28055924,0.4069578,0.6144624,0.43375275,0.18495339,0.5491245,0.49637112,0.52468663,0.21824482,0.6113789,0.33720392
0.029783186,0.12188582,-0.028400127,-0.00091257924,0.07357359,0.030917317,0.6590095,0.16241895,0.17127506,0.13877751,0.06786701,0.7145725,0.2575835
0.007305313,0.08266583,-0.020612352,-0.017297288,0.08176618,-0.018668616,0.6810264,0.11350359,0.21866368,0.14286868,0.038687743,0.8286189,0.35158283
0.49010465,0.52328044,0.302769,0.44765,0.6634823,0.4313644,0.16943036,0.6030793,0.50026745,0.580017,0.3472967,0.36962435,0.25187874
0.09204228,0.15975292,-0.021756569,0.087779514,0.20640956,0.08959026,0.47435528,0.28877068,0.16318509,0.1719459,0.22291866,0.3868412,0.14738145
0.5745946,0.60086584,0.4017439,0.57475156,0.74907637,0.46716577,0.1510322,0.7259233,0.6009864,0.6978044,0.48054668,0.37911886,0.32690114
0.16641155,0.24314848,0.034786455,0.13240997,0.29602396,0.16372712,0.39892066,0.37895414,0.30424455,0.33018327,0.1893147,0.77481484,0.42235976
0.6148097,0.6235378,0.417903,0.57321894,0.7843479,0.5292425,0.12206599,0.60500616,0.59591293,0.6758459,0.2827145,0.5680879,0.34727335
0.044017788,0.11387181,-0.017201466,-0.0030781967,0.11042174,-0.009202095,0.65219206,0.17653835,0.1837374,0.17768727,0.11616662,0.62990785,0.25305867
0.6219989,0.67746884,0.43165267,0.59297043,0.7622305,0.56559503,0.10983317,0.63543355,0.6181542,0.7288855,0.2501402,0.5977889,0.37478924
0.23905513,0.32848254,0.09944488,0.20470774,0.43152633,0.24071962,0.31876382,0.48453194,0.35333222,0.3911969,0.2546591,0.6086904,0.3638453
0.3774108,0.48397022,0.20103583,0.3672995,0.540999,0.3614529,0.15649286,0.51919484,0.49918106,0.53067154,0.16109215,0.84308535,0.5356145
0.15199177,0.27557543,0.044834837,0.12316188,0.27621067,0.16646859,0.35817295,0.40904924,0.3073911,0.32540673,0.13542254,0.7217403,0.40168858
0.13365716,0.22000188,0.028623737,0.08327906,0.2206924,0.09687869,0.49745223,0.34353408,0.31896758,0.31969476,0.063018225,0.96242744,0.46514297
0.06625086,0.177207,-0.04668792,0.050912533,0.16677941,0.07326584,0.5697012,0.28442043,0.21966372,0.21441507,0.11352029,0.7026456,0.31262362
0.8743241,0.848097,0.684654,0.8441417,1.0054526,0.70763737,0.04775485,0.676786,0.808756,0.8736672,0.33419767,0.6516098,0.47912717
0.0007709898,0.082226075,-0.019417342,-0.032680918,-0.008027501,-0.0045699235,0.7134724,0.115051396,0.14634234,0.11475316,0.06007017,0.71963894,0.22941153
0.39561513,0.46655002,0.15849066,0.31800005,0.56688654,0.37375134,0.24346223,0.5527086,0.5228914,0.558083,0.10605843,1.010208,0.63816506
0.32291034,0.4078909,0.15082453,0.29233083,0.49621603,0.33311498,0.20708382,0.5173359,0.45639044,0.46593824,0.11998169,0.844196,0.49810094
0.041401487,0.14991492,-0.080863625,0.0036807903,0.091740645,0.017519442,0.6694238,0.2628652,0.2381045,0.21991219,0.032265104,0.8650829,0.3631608
0.35843313,0.44704786,0.17376417,0.30368483,0.55789024,0.3664278,0.21104288,0.52855915,0.47458175,0.50604224,0.1589824,0.7337872,0.4231372
0.3021826,0.40347588,0.097155154,0.27888957,0.4846951,0.2860191,0.26679778,0.6132783,0.4417326,0.46895176,0.26369804,0.64011437,0.40079933
0.5441544,0.6075292,0.23140068,0.52663594,0.7633624,0.52761656,0.23265806,0.84941417,0.57302815,0.6862064,0.42839062,0.19862886,0.10702017
0.30356768,0.35357848,0.112723306,0.2933509,0.473103,0.26190114,0.28006372,0.5059251,0.37013552,0.34491834,0.35782135,0.30324438,0.15326837
0.19088301,0.23513421,0.040145732,0.1802156,0.3423841,0.14363913,0.37664342,0.4536325,0.31914857,0.2549025,0.30398282,0.45666105,0.25467235
0.614036,0.66649944,0.44929868,0.59844613,0.7639183,0.521362,0.11130416,0.6571203,0.6097677,0.67667526,0.32646424,0.53489107,0.3638096
0.38814348,0.5000272,0.21269912,0.35779306,0.5242499,0.374944,0.18940362,0.5544287,0.48652282,0.52337575,0.188741,0.749034,0.42904794
0.3646038,0.44183972,0.1849108,0.33549386,0.5514904,0.36954507,0.22533083,0.467825,0.49919412,0.45106092,0.0884826,1.0335416,0.6447516
0.32371342,0.42227122,0.19296077,0.29594615,0.48215663,0.32286665,0.19310835,0.5210137,0.42512858,0.43801114,0.2235502,0.7062902,0.42382044
0.241451,0.34226707,0.10505232,0.18703918,0.42283162,0.24821548,0.2946443,0.44337946,0.35983717,0.38728005,0.18675749,0.6641016,0.39450836
0.4682128,0.5251618,0.25251913,0.43556285,0.6464039,0.44178984,0.17889565,0.5744575,0.6043355,0.57797366,0.07464427,1.0417203,0.6616832
0.15620065,0.2395406,0.052872315,0.1420249,0.30742544,0.16417779,0.3654128,0.4133526,0.2335041,0.25287127,0.21347597,0.4391654,0.21181731
-0.007518865,0.079968676,-0.032549404,-0.043620214,-0.059657574,-0.08383156,0.90564203,-0.0028901026,0.19610077,0.0878187,0.018441275,0.96085566,0.37135708
0.55401504,0.5626574,0.31681943,0.51872724,0.71199083,0.5033764,0.12718268,0.5627384,0.6609287,0.5995536,0.07021475,1.1983321,0.75025725
0.3209105,0.44621652,0.07579276,0.2793179,0.50444686,0.3231394,0.25281772,0.49272963,0.50061595,0.5305134,0.121820204,1.0478756,0.65382576
0.121587545,0.1978101,-0.003659524,0.08800814,0.25966674,0.11888954,0.467584,0.37465492,0.24097334,0.24223831,0.15159845,0.56074524,0.27037334
0.047179457,0.13092926,-0.029219693,0.0079571325,0.088249765,0.018145822,0.63547856,0.18059683,0.18576962,0.16592647,0.086759925,0.7446777,0.2793042
0.39669213,0.4945477,0.18832314,0.3638374,0.56825745,0.3887411,0.19869539,0.5810283,0.48958018,0.5422773,0.20921226,0.67220986,0.4204958
0.4145418,0.4743797,0.24707963,0.38106194,0.5943582,0.36006215,0.16838552,0.6097593,0.46514213,0.5093925,0.35566947,0.49452168,0.3491298
0.28470078,0.33894667,0.12524033,0.25611067,0.48609924,0.27022758,0.2850674,0.53634274,0.35257113,0.38332626,0.30692524,0.40277267,0.20063438
0.48910913,0.54618734,0.27000403,0.464131,0.6417612,0.41979134,0.22884315,0.68788964,0.56924474,0.6350553,0.3253052,0.5602292,0.35778248
0.42294616,0.48514602,0.2535923,0.40445185,0.5968754,0.42133975,0.2278586,0.60843927,0.45551687,0.53357166,0.31361783,0.39675334,0.19216737
0.12743065,0.13091269,-0.01572878,0.13135956,0.2234607,0.098312795,0.5739323,0.36196646,0.25100368,0.14308433,0.2729208,0.32354462,0.07691939
0.39056635,0.4866933,0.2300101,0.35855702,0.55746627,0.4069964,0.20740642,0.5075845,0.48941216,0.50074613,0.12529236,0.7899308,0.4520467
0.49216142,0.53903556,0.3193071,0.47171316,0.66895056,0.45634922,0.18723093,0.5999871,0.5004513,0.56539845,0.28963575,0.500951,0.300218
0.15318805,0.25555864,-0.03141452,0.111285,0.3021264,0.16586398,0.40387717,0.40684617,0.37009266,0.3591402,0.08035669,1.04352,0.570174
0.5251652,0.6015509,0.30648857,0.49205413,0.6844752,0.48361725,0.16639684,0.6387905,0.5724085,0.63466907,0.24633107,0.63156897,0.38230228
0.32854676,0.40056604,0.15539488,0.30172393,0.4924628,0.32080925,0.22646746,0.5261353,0.40648168,0.43180364,0.259821,0.6054088,0.37876284
0.028221082,0.114456676,-0.063885346,-0.034225024,0.08981373,-0.017938765,0.6920116,0.18156266,0.24052878,0.22503781,0.0039277077,1.0012894,0.4544146
0.3663487,0.4083234,0.21738388,0.36071146,0.5322993,0.32716453,0.25177163,0.55472255,0.3908897,0.4351932,0.32334456,0.38639906,0.20227157
0.11424838,0.19944943,0.024379905,0.08740348,0.24384043,0.12797418,0.4727499,0.33053136,0.2736037,0.26187515,0.10999781,0.81960726,0.4163502
0.62200475,0.6458288,0.36365342,0.57902986,0.77372277,0.55049276,0.13850297,0.631764,0.57005113,0.6547655,0.29929322,0.5118827,0.2879632
0.041369434,0.15160732,0.009671252,-0.011000328,0.064292,-0.006483564,0.73550826,0.18701755,0.26316112,0.20001985,-0.0662002,1.1741862,0.49895525
0.3559598,0.47351295,0.1438036,0.30237785,0.51626825,0.3785008,0.1885552,0.5295551,0.541375,0.5442373,0.11982561,1.064301,0.6523453
0.18777667,0.31384483,0.04011458,0.16780566,0.32846114,0.21363445,0.39887184,0.45160344,0.3491247,0.37319076,0.084771246,0.7765685,0.37749827
0.07250221,0.16425733,0.01838902,0.03736175,0.10480596,0.021164421,0.6361465,0.17484358,0.19808887,0.1842284,0.08223144,0.7788277,0.29790813
0.10553235,0.19893071,-0.0014489144,0.05688046,0.17746775,0.100657076,0.47844395,0.29901782,0.2378863,0.24303076,0.11642314,0.7722758,0.37354606
0.043028574,0.12796749,-0.030543253,-0.009925461,0.07234,0.012404965,0.61513895,0.19852498,0.2094126,0.17249869,0.04689704,0.79654247,0.29983413
0.20284688,0.31991023,0.046283722,0.1750319,0.34818673,0.19283947,0.3405031,0.41227534,0.35795859,0.37301758,0.12417249,0.80664986,0.44865382
0.18321145,0.30541307,0.021863833,0.18416698,0.3191536,0.16615005,0.372751,0.41155103,0.35080338,0.33982214,0.13006397,0.8078293,0.41851062
0.09827669,0.16561736,0.044112727,0.065659165,0.19791618,0.06352727,0.47321978,0.30201253,0.21582435,0.21934085,0.13354024,0.72731036,0.35985005
0.28481236,0.36923397,0.15260006,0.2636576,0.44505465,0.29791328,0.27180704,0.49226046,0.361733,0.3977265,0.26326934,0.5624486,0.31821156
0.0422266,0.08411252,-0.028091153,0.042237293,0.113593586,0.035980213,0.64400804,0.20225507,0.1495181,0.08140422,0.18601534,0.4425458,0.12135343
0.110906884,0.13804875,-0.015450586,0.050213184,0.22291347,0.111008435,0.5085985,0.29254782,0.17528535,0.170021,0.21947286,0.4358456,0.16782475
0.23304021,0.3210956,0.018106602,0.1608896,0.41560787,0.22333604,0.33299533,0.45664158,0.44816998,0.46272644,0.079619154,1.1265123,0.7161146
0.20114872,0.30362457,0.03447061,0.15838756,0.36210442,0.2076575,0.35037184,0.43314767,0.34970844,0.35229287,0.17428032,0.7815308,0.44883674
0.5263345,0.5728441,0.3370273,0.47878152,0.7072047,0.4500488,0.1961165,0.6264044,0.51956755,0.59324574,0.35497534,0.42547727,0.21769284
0.25758314,0.36821446,0.084001444,0.22219194,0.4136677,0.26927206,0.2998314,0.4833044,0.36231083,0.4118406,0.1502715,0.70331126,0.40630662
0.49678203,0.56350994,0.2678839,0.44940588,0.6738924,0.47895434,0.1801226,0.5884075,0.5485392,0.6205635,0.15673386,0.65146834,0.35431093
0.98772424,0.9230159,0.68308353,0.9132944,1.110912,0.7932843,0.008232303,0.70111483,0.8711145,0.954428,0.3059093,0.775593,0.5498465
-0.028921738,0.03203085,-0.021838684,-0.035439897,-0.016475528,-0.042639054,0.70575297,0.04070041,0.034693792,-0.03486838,0.1251431,0.401082,0.05182928
0.27912733,0.39201877,0.090135336,0.26470995,0.45267785,0.26743835,0.27951568,0.5539595,0.4405423,0.47353244,0.23142555,0.7024307,0.430786
0.2447978,0.32575956,0.10981746,0.24408242,0.43543458,0.25211078,0.32774076,0.5060539,0.33917928,0.3758411,0.27774167,0.46164894,0.2728436
0.114494875,0.18360838,0.014151055,0.08239654,0.23467132,0.10747794,0.5028713,0.33383664,0.21995135,0.20846505,0.26700357,0.51725656,0.25015473
0.24052188,0.3309538,0.12990724,0.22065192,0.40997234,0.25289765,0.26848644,0.46684605,0.335371,0.35071623,0.2561021,0.5958767,0.36911863
0.52569556,0.6089925,0.2997765,0.47085992,0.6706579,0.4660137,0.077439085,0.5920319,0.6081075,0.61483395,0.19952974,0.92445546,0.6299712
0.42808935,0.49737573,0.23393382,0.39099947,0.59041214,0.38440418,0.20755094,0.57014185,0.490209,0.52846605,0.2301439,0.7217705,0.4679984
0.80000067,0.83345705,0.565386,0.7273469,0.9214045,0.7049298,0.059875116,0.7039118,0.78237486,0.8444467,0.27587286,0.73704135,0.4797262
0.1867674,0.26568505,0.05113209,0.17030814,0.36690542,0.21472302,0.30587196,0.41063392,0.31082168,0.3168647,0.16790944,0.7191928,0.40346986
0.45383093,0.5552788,0.13367836,0.44950232,0.66938734,0.4764665,0.15010828,0.5805585,0.6860741,0.5738797,0.042070694,1.2801831,0.7793327
0.1934716,0.27789265,0.019706171,0.15750417,0.31503135,0.16579926,0.3501058,0.44404674,0.3472193,0.37098074,0.21220468,0.7339866,0.4107687
0.29417944,0.391076,0.08703154,0.27044746,0.4990042,0.3282763,0.23789507,0.4941659,0.43906787,0.44211012,0.1583682,0.7946752,0.44170773
0.31348583,0.3810127,0.15072174,0.29013592,0.4987059,0.28924087,0.2321091,0.552456,0.36483532,0.41072524,0.33073264,0.43220136,0.26067185
0.6746404,0.6995329,0.4724341,0.65965503,0.8555174,0.59491634,0.12877315,0.6295336,0.6675545,0.7056304,0.2716105,0.6123748,0.39622813
0.077901706,0.18482992,0.032878064,0.04915825,0.1436939,0.045530397,0.6451827,0.21671629,0.2624648,0.23165679,0.0071201175,0.96377635,0.4166959
0.13914923,0.2141279,0.0073630773,0.08006628,0.212152,0.077878274,0.5350067,0.3034385,0.3078661,0.2952887,0.081046715,1.0258044,0.5257838
0.011952873,0.057850897,-0.05336231,-0.024905724,-0.006983429,-0.015416382,0.8634748,0.0786277,0.21156527,0.09193214,0.00524164,0.91192394,0.31328446
0.31018558,0.3990722,0.12582329,0.30048066,0.49501207,0.27145055,0.256765,0.5364458,0.46323705,0.49040735,0.18652785,0.8184322,0.50871444
0.40979505,0.5247893,0.18526335,0.40982533,0.5722496,0.40152964,0.16671439,0.607211,0.5328473,0.58377945,0.23582828,0.74186677,0.44215423
0.43031493,0.49647775,0.27569014,0.42131716,0.611362,0.39245877,0.24763462,0.6060396,0.48423192,0.53291965,0.2943452,0.56875265,0.32826614
0.6988878,0.7344623,0.48463398,0.7018808,0.86853516,0.58480465,0.089059256,0.6946696,0.65983796,0.75814897,0.32729146,0.51226515,0.29324144
0.13929759,0.31053796,-0.0013027079,0.119017005,0.25170374,0.12683803,0.4746218,0.37011987,0.35567293,0.3648361,0.059781305,0.94754624,0.48137802
0.11417709,0.16472724,-0.037204497,0.14797938,0.24586241,0.073885255,0.5060972,0.32254136,0.23320705,0.17414732,0.31377822,0.38399225,0.15540954
0.040618163,0.16471595,-0.013516838,0.026192386,0.07351981,0.009171129,0.66702384,0.22632131,0.2138318,0.19515546,0.03113351,0.8836673,0.39145327
0.6977777,0.71076053,0.47707438,0.64738137,0.8446698,0.5595448,0.12213877,0.7001903,0.6533666,0.7627032,0.3247152,0.4707069,0.28718197
0.20839855,0.29523164,0.07842913,0.18398634,0.40104377,0.22298351,0.2860209,0.44461307,0.31126758,0.3436424,0.19011223,0.58971304,0.33519554
0.2645141,0.3823502,0.067324534,0.2257649,0.43431082,0.2578159,0.26177,0.5262534,0.41911232,0.45863077,0.1869093,0.75972027,0.43340158
0.20053563,0.32461706,0.043767847,0.15187374,0.36254492,0.22308134,0.3679092,0.44582894,0.35466596,0.3719104,0.11856813,0.82636505,0.4654137
0.35077748,0.40673822,0.18564038,0.3279785,0.5282949,0.3320867,0.234588,0.55517,0.3722119,0.4567039,0.32636,0.32333815,0.17633308
0.15952744,0.24397296,0.052272417,0.13001393,0.30137324,0.1404425,0.42779937,0.36746323,0.32918563,0.3290165,0.1280572,0.839935,0.47061235
0.05373239,0.070443556,0.000483308,0.03341184,0.090173565,0.023583498,0.64669764,0.15458284,0.14341818,0.046416245,0.18802302,0.49154,0.12901428
0.21577632,0.2533194,0.08686172,0.18667851,0.39626756,0.21770318,0.38899365,0.47353482,0.31018895,0.29183677,0.25698504,0.4285404,0.17803757
0.2194488,0.31109074,0.07971375,0.16589479,0.35001788,0.23560095,0.3328128,0.47798645,0.36701372,0.37543517,0.15952818,0.8020965,0.44691974
0.0033962056,0.097341456,0.016276527,-0.016930636,0.0153494775,-0.024237609,0.7507054,0.07151259,0.15814584,0.10099745,-0.0016986653,0.8174302,0.27688843
0.2610531,0.3784266,0.09451783,0.22222249,0.43612158,0.2794231,0.28448063,0.46701112,0.41522118,0.44540453,0.1268479,0.7882431,0.46947998
0.07981993,0.17849907,0.0063770935,0.04820515,0.1529088,0.059288718,0.58386075,0.27070656,0.24452378,0.20575649,0.06686544,0.80798554,0.3176077
0.13704453,0.18603066,0.015443001,0.114667706,0.25968295,0.11731342,0.43022975,0.34136674,0.20706117,0.20134471,0.30127943,0.42532668,0.19312333
0.17426993,0.26095164,0.07052325,0.1653414,0.2944865,0.1778472,0.3831971,0.4162766,0.30666217,0.29807913,0.21995372,0.6724476,0.3469739
0.08908148,0.20246235,0.00914415,0.05591492,0.18618312,0.0783946,0.559603,0.30084231,0.24771963,0.2285138,0.11314682,0.7029696,0.29519546
0.43723148,0.51645076,0.2502945,0.39223072,0.62136674,0.41709328,0.1649163,0.5172459,0.49049357,0.5409494,0.19069394,0.7093681,0.45838767
0.15089968,0.25620714,-0.0033681318,0.13698423,0.29166365,0.12821555,0.46342883,0.3993054,0.3102816,0.3337743,0.11119873,0.7105322,0.37549263
0.07918784,0.19874674,0.017487574,0.050069604,0.18303151,0.08992623,0.549358,0.33077985,0.21575667,0.26398018,0.13842547,0.71278304,0.36407155
0.2718142,0.36994603,0.052758314,0.21648462,0.41092196,0.24138139,0.30360857,0.4662398,0.41878018,0.49012238,0.14798804,0.93848914,0.5735714
0.07774487,0.16839358,0.02947034,0.02981396,0.17951912,0.07663915,0.5602287,0.27002844,0.24913685,0.2102114,0.046506613,0.85946864,0.39629143
0.3244693,0.4417644,0.100210816,0.30909583,0.5101955,0.3000538,0.21264967,0.57421243,0.4632674,0.537166,0.19619215,0.7443134,0.47534353
0.58883846,0.6554371,0.33016318,0.54773533,0.72965395,0.5283537,0.037163638,0.6141585,0.64641774,0.6829642,0.1844662,0.8717426,0.53812474
0.16266163,0.21987215,0.013685249,0.12498546,0.32391125,0.14359815,0.34635374,0.4173497,0.26540464,0.28871807,0.22723715,0.5211297,0.27046388
0.075323984,0.17361407,-0.058394026,0.016503816,0.14933214,0.06893407,0.57960635,0.27284646,0.36700436,0.32065448,-0.089670956,1.3770653,0.6755511
0.22101629,0.26658607,0.037450917,0.22751106,0.4086418,0.18546632,0.39765102,0.4880285,0.3807608,0.31171495,0.24264055,0.6228618,0.28941178
1.0777822,1.0341703,0.73931694,1.0000855,1.1751112,0.8723402,-0.04265582,0.7137601,0.94111794,1.0590473,0.21983077,0.94223964,0.6679394
0.37160006,0.44116518,0.20213528,0.34760338,0.535209,0.33927536,0.21664722,0.5833432,0.51616716,0.53608984,0.2679096,0.76192546,0.5078272
0.22177818,0.33239606,0.00020927936,0.18632576,0.3915076,0.2489836,0.32652175,0.47867054,0.44053012,0.4202089,0.052303433,1.0722046,0.6020227
0.24670464,0.3458593,0.07423784,0.22481616,0.43334767,0.25112686,0.22577533,0.49561095,0.39223117,0.39917666,0.17508565,0.86171156,0.5317295
0.5134938,0.5837819,0.2988025,0.51693183,0.7157934,0.42822602,0.17923783,0.69793665,0.5750043,0.6352131,0.3272988,0.54627234,0.36978704
0.55515325,0.6304011,0.33340472,0.5320076,0.72356975,0.49388263,0.13277373,0.7071451,0.66056865,0.75212646,0.279293,0.7725533,0.52812284
-0.0010644086,0.06726785,-0.033086985,-0.043686993,0.03606902,0.012552039,0.69776124,0.13827628,0.10609223,0.06491195,0.09464968,0.5700746,0.15417407
0.087017834,0.19627444,-0.04545216,0.056095313,0.19280829,0.095753945,0.5175121,0.29789,0.2103158,0.20311926,0.15782781,0.55892295,0.2517221
0.11052425,0.19832818,0.010321118,0.08901482,0.26099458,0.1464192,0.4607275,0.3807573,0.26418102,0.26618424,0.13750136,0.6704901,0.35466337
0.60853463,0.6597986,0.37873733,0.6055751,0.7650156,0.5433417,0.15114695,0.66558146,0.6321004,0.7274504,0.23875609,0.6343667,0.4080106
0.109949425,0.19849345,0.025551334,0.10821631,0.17757456,0.062047504,0.5750381,0.23873404,0.27069703,0.21925373,0.0969044,0.8022808,0.3688187
0.049669553,0.106433325,-0.017470483,0.05809475,0.105778754,0.06673438,0.6611453,0.25562277,0.17185554,0.13218683,0.13334662,0.5738792,0.15692067
0.45379093,0.51014286,0.27969378,0.4102903,0.6209755,0.47189513,0.13113047,0.49009484,0.5000832,0.49394876,0.17308103,0.7406108,0.43522877
0.3580287,0.4589121,0.13732491,0.33756965,0.5551604,0.3678033,0.22623235,0.5903197,0.5063321,0.5406996,0.14104305,0.8810601,0.510159
0.14400098,0.22153538,0.023442429,0.124887586,0.24756052,0.13643546,0.46903774,0.3651737,0.26010624,0.21510652,0.1968751,0.6647161,0.30436987
0.21213776,0.27584136,0.05332414,0.1892948,0.3539635,0.18239003,0.45559847,0.47513595,0.31931365,0.28086495,0.24052803,0.43302283,0.17084776
-0.008107517,0.105738,-0.040755227,-0.039125156,0.04139127,-0.038585216,0.73750365,0.161928,0.15966977,0.12683065,0.022277966,0.8275697,0.31466728
