CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.51059866,0.7296807,0.44601646,0.5867305,0.77915865,0.5406306,0.087721914,0.81254387,0.61200666,0.6633603,0.65008366,0.3453913,0.34362164
0.6377573,0.6420501,0.4615267,0.5766133,0.81955147,0.60565686,-0.040433884,0.62407666,0.82876664,0.7588257,0.54791105,0.34157157,0.40309015
0.55446947,0.66593647,0.42530495,0.58446205,0.8311858,0.54998314,0.10139686,0.73855007,0.67141527,0.7214714,0.7061158,0.28725561,0.3788495
0.63870907,0.5975066,0.67564696,0.5340785,0.73763305,0.47012663,0.015050754,0.6249702,0.769702,0.74849373,0.71578205,0.13304216,0.24173725
0.5603193,0.6742587,0.5024688,0.62690806,0.81871617,0.58831465,0.0017302036,0.79335284,0.7157659,0.7157524,0.6603498,0.28579223,0.38429272
0.57341987,0.6996424,0.4967441,0.6288926,0.83942443,0.59280103,-0.0052607358,0.7863932,0.72115815,0.7387149,0.6507907,0.3085503,0.39028573
0.30449358,0.5239216,0.33828363,0.48281875,0.6943273,0.6557878,0.08755368,0.73259175,0.60684663,0.5768188,0.71780246,0.45695817,0.46493763
0.43500835,0.5601971,0.3744953,0.51960164,0.76133657,0.65261394,0.07424563,0.7487693,0.68778807,0.8047243,0.6821823,0.46279016,0.4784794
0.44821522,0.6662351,0.41445777,0.64249325,0.84554106,0.5344339,0.068778604,0.7731352,0.60107416,0.6360968,0.74463207,0.27277285,0.42277205
0.40139103,0.49065113,0.3688116,0.6674035,0.8020197,0.6249933,-0.0013093203,0.87878215,0.55353266,0.7339546,0.54969555,0.16091795,0.16630405
0.27925423,0.3474967,0.31571788,0.6491126,0.6986436,0.6503628,-0.009288326,0.87033,0.51554114,0.56446385,0.589391,0.1033072,0.18344253
0.53615594,0.6856895,0.4871046,0.6147843,0.8094126,0.5826935,0.015517309,0.7900934,0.6985365,0.7048565,0.6591267,0.31031102,0.39720076
0.5832907,0.71323335,0.4414158,0.6426615,0.8272468,0.5959088,-0.009921551,0.81502676,0.6929345,0.73702484,0.6202642,0.31087053,0.39401683
0.45076102,0.66658986,0.415495,0.6365537,0.86244047,0.538382,0.06803241,0.7491062,0.6096432,0.62891734,0.7502932,0.2753537,0.41972363
0.50825703,0.6737598,0.43892854,0.57800394,0.80447,0.55941707,0.08050665,0.7410653,0.66958857,0.66874707,0.67300785,0.32394174,0.38554004
0.51860726,0.7379447,0.47523805,0.5999026,0.7821848,0.5502716,0.05974832,0.8285875,0.62558883,0.66247094,0.6598405,0.3454436,0.35685688
0.6313499,0.6228545,0.4910199,0.5861712,0.8306353,0.6264398,-0.06587821,0.6275053,0.85307956,0.7716514,0.5585614,0.33550492,0.4048156
0.43895346,0.5704165,0.39256495,0.56353664,0.7670415,0.56884354,0.09445661,0.7395463,0.59288883,0.52541476,0.7236465,0.22728515,0.3137884
0.55321175,0.69513065,0.43024647,0.6127645,0.8036672,0.5762414,0.032797858,0.7949666,0.6694069,0.71486026,0.6420017,0.3004386,0.37684873
0.42445394,0.6224621,0.4562633,0.65177524,0.68712413,0.5224013,-0.031646878,0.90362847,0.5511657,0.5515073,0.40910888,0.34542665,0.38983938
0.50498164,0.6718412,0.4299556,0.5572939,0.75438637,0.53849554,0.09060845,0.74066144,0.66564167,0.67829305,0.65168405,0.32830518,0.4155156
0.41370517,0.5956431,0.43816495,0.6049254,0.71502703,0.59257925,0.025461882,0.8270668,0.5988777,0.502169,0.71997446,0.2623761,0.3602136
0.63407737,0.7552532,0.586988,0.540808,0.67727,0.5106875,-0.04125361,0.67479396,0.8449357,0.6006181,0.42197537,0.57552177,0.65342593
0.5295395,0.6649528,0.47130167,0.5892564,0.79230475,0.56869143,0.056475252,0.76919335,0.69371825,0.7094973,0.6469663,0.31247216,0.37416774
0.55136395,0.6713474,0.488869,0.6281778,0.82461226,0.5958169,0.0056940317,0.7993641,0.7087194,0.71452063,0.65579885,0.2940757,0.3843938
0.6615964,0.64113665,0.49403167,0.58768845,0.8198482,0.62790203,-0.07796683,0.6402175,0.8729772,0.82080376,0.51489043,0.3729201,0.42341012
0.46689016,0.5547787,0.46138746,0.62766093,0.7763257,0.6195813,-0.006257832,0.79340416,0.6729278,0.5769584,0.71096003,0.2124025,0.356825
0.5199786,0.66395116,0.4678202,0.596237,0.8064379,0.5679149,0.05946672,0.7756584,0.67693114,0.69354427,0.6765229,0.2968412,0.37838426
0.40597546,0.7227319,0.38826802,0.6129073,0.8039527,0.4975469,0.122579694,0.79894894,0.52287674,0.57347137,0.7284339,0.33995566,0.4095382
0.5618588,0.6798185,0.5038134,0.6394285,0.83151203,0.5996275,-0.012632787,0.8048866,0.72044647,0.72066116,0.65322155,0.29604802,0.39265662
0.5479165,0.67473125,0.4567709,0.6085795,0.8228732,0.58107024,0.045224473,0.78450924,0.68434745,0.72682613,0.6458757,0.30055958,0.3501137
0.38552475,0.45033413,0.3308533,0.5556563,0.71924233,0.587202,0.015460417,0.5781041,0.699862,0.5293078,0.61949676,0.30434418,0.44898576
0.5380944,0.67264265,0.48464882,0.60992014,0.8073918,0.5805678,0.024676114,0.77701217,0.7077267,0.71012926,0.67243457,0.3042756,0.40399376
0.41929626,0.62164277,0.42183432,0.5854281,0.72184354,0.5689882,0.061501592,0.80180293,0.59040534,0.50391716,0.71502805,0.2787192,0.36865574
0.5527692,0.68099415,0.4903893,0.6251881,0.8253571,0.5922827,0.010040835,0.79730356,0.70968896,0.72992694,0.6561436,0.3062522,0.3867805
0.54490525,0.6204049,0.40203905,0.63387966,0.8089402,0.58825594,0.0395727,0.7886452,0.6927243,0.7450607,0.68444383,0.2634502,0.42131633
0.6272273,0.6518248,0.5985768,0.70410115,0.9075095,0.63090557,-0.1466605,0.79476535,0.75490344,0.7427483,0.7053869,0.19477403,0.32673195
0.57093835,0.80501366,0.556507,0.5989822,0.72202194,0.4843415,0.016497865,0.80722076,0.6958709,0.55494744,0.5311808,0.4935037,0.58518606
0.55219746,0.62801856,0.42709786,0.62282777,0.80734503,0.5907927,0.038984552,0.78697145,0.70865077,0.75482184,0.6796396,0.2843002,0.42895126
0.5317329,0.6828115,0.45433342,0.5992985,0.80053896,0.5702144,0.046980873,0.77398884,0.6878098,0.7100924,0.64777535,0.3208161,0.39764142
0.45144922,0.6720924,0.4053814,0.53910255,0.7184233,0.51767564,0.15274602,0.7896222,0.5868684,0.64517444,0.66208774,0.34896684,0.37327617
0.49637413,0.65679526,0.4340674,0.55163205,0.7729251,0.53154486,0.12343702,0.7404643,0.6452567,0.6771182,0.6803031,0.30753043,0.37262198
0.6036964,0.629346,0.48089963,0.5651615,0.8051222,0.60830665,-0.022803903,0.640875,0.8245231,0.76696557,0.55633867,0.36036876,0.40347233
0.46626472,0.6587736,0.43404093,0.52551144,0.7995208,0.6538053,0.04883112,0.780401,0.6830094,0.8053346,0.62744784,0.5221414,0.43674105
0.57926285,0.7095041,0.4892857,0.6130489,0.87448925,0.57212627,0.03824228,0.765535,0.67986304,0.7050254,0.6920403,0.28153566,0.3362898
0.54882497,0.7021102,0.5667328,0.46227306,0.6369441,0.40269375,0.18165198,0.68863297,0.65438855,0.6735335,0.631563,0.3051207,0.30667436
0.38877207,0.48561597,0.3402297,0.6537668,0.77490324,0.6145777,-0.00068849325,0.8639109,0.5405012,0.73361903,0.52051944,0.16551086,0.17246953
0.56806314,0.6806458,0.5037905,0.6441486,0.8424726,0.6055281,-0.013430029,0.8169593,0.7193743,0.75148356,0.640058,0.30130464,0.37774196
0.57073003,0.6760939,0.49502414,0.6323751,0.83319116,0.59349644,0.00655216,0.80843204,0.7077377,0.74605507,0.63314,0.28830063,0.34839264
0.5009593,0.49764526,0.5547532,0.6875202,0.823643,0.6477705,-0.14432588,0.77067304,0.7055172,0.56178427,0.78153336,0.09428398,0.30442646
0.49991181,0.60275424,0.5232682,0.5906277,0.8694329,0.70042866,-0.10048971,0.76275957,0.7157319,0.8071892,0.7132255,0.4129722,0.3894663
0.68071103,0.58895737,0.6124576,0.4452783,0.6777376,0.47933918,0.070072204,0.5257981,0.88438267,0.8266543,0.510637,0.3003598,0.31837505
0.7363683,0.6244651,0.73664856,0.55085015,0.7485992,0.46218628,-0.04187706,0.6391701,0.81277,0.8360193,0.6266249,0.13353005,0.2158179
0.5679382,0.6737038,0.5019719,0.6399698,0.8360593,0.59282947,-0.0013721734,0.80775666,0.7104839,0.7312658,0.65545535,0.27767026,0.3666786
0.65050274,0.6249141,0.5078047,0.5844815,0.8418526,0.6357176,-0.08650055,0.61274177,0.8741023,0.78184026,0.53108597,0.36168522,0.39982623
0.5498781,0.68258333,0.49159148,0.61565113,0.8221458,0.58684564,0.033564314,0.8096571,0.69760317,0.7362625,0.64564884,0.32145798,0.37204948
0.4509374,0.5492984,0.45447323,0.63195586,0.7747306,0.6269981,-0.008883998,0.79834354,0.6717403,0.5708759,0.7186675,0.22204797,0.3717786
0.5540341,0.43556005,0.4286314,0.68004704,0.92283523,0.70840985,-0.16026583,0.69225466,0.74131495,0.83589786,0.51025593,0.10874587,0.0891885
0.47487924,0.6070021,0.37894422,0.6775679,0.8590436,0.5544034,0.054219037,0.7793196,0.6329921,0.6780613,0.7498236,0.23494008,0.45862055
0.54832447,0.67877865,0.4899513,0.6098579,0.8221339,0.5745146,0.027642936,0.76931125,0.7010952,0.7034076,0.6772224,0.2874052,0.38001925
0.52742857,0.6644156,0.4577371,0.6045926,0.8111925,0.5824945,0.039775267,0.78006697,0.68544614,0.7075636,0.6664545,0.29870898,0.38557908
0.50585175,0.73729694,0.4388236,0.5860643,0.771951,0.5274615,0.08800319,0.7971849,0.6057971,0.63490176,0.6715623,0.33489048,0.36415547
0.56267303,0.6699063,0.5119163,0.6278285,0.83027685,0.593877,0.008230239,0.80764276,0.7170694,0.7541483,0.6524362,0.29654282,0.37082833
0.47463644,0.66233075,0.5574268,0.6033872,0.6399921,0.50202173,-0.047799394,0.78453964,0.66904694,0.35063338,0.580822,0.39588916,0.5975856
0.55382717,0.67844677,0.49504128,0.63175595,0.8302054,0.5954065,0.004225567,0.8069899,0.70608157,0.7252626,0.64674574,0.29815984,0.37256944
0.36154288,0.56532407,0.33773816,0.6416354,0.8494515,0.55446434,0.08920592,0.7500898,0.51910764,0.4504423,0.81021154,0.18954647,0.36245137
0.5708451,0.6865174,0.5132712,0.63964283,0.8308611,0.6055794,-0.02144514,0.8115896,0.72692597,0.728822,0.6488497,0.3047051,0.39173043
0.5768669,0.80016404,0.58608973,0.606982,0.71778864,0.4853739,-0.019318894,0.8026136,0.7076122,0.53620976,0.53562677,0.47544694,0.594739
0.5680375,0.70358044,0.4649909,0.6230837,0.82263297,0.5791989,0.022090465,0.8033602,0.6855002,0.7211163,0.6405021,0.30417874,0.3741298
0.5909254,0.6975179,0.56180036,0.6732621,0.8656395,0.59808415,-0.09980638,0.8048773,0.6813923,0.68233114,0.7139784,0.22092964,0.30304122
0.5896131,0.64512616,0.533341,0.6735048,0.84057873,0.6219429,-0.09970765,0.81150645,0.7328999,0.76810265,0.69203985,0.23955384,0.38353175
0.31059074,0.51878566,0.25599292,0.57837546,0.67985857,0.54260826,0.12685299,0.8415117,0.44341898,0.6390365,0.55774724,0.23464163,0.20951185
0.41659945,0.64196914,0.40384007,0.47093844,0.74031365,0.60670555,0.105253935,0.71124005,0.65793484,0.7470537,0.65693223,0.5127394,0.45111537
0.5597893,0.67227036,0.5009803,0.62983227,0.82982326,0.5938048,0.0008508563,0.7935336,0.7160441,0.7241954,0.65933836,0.2858808,0.37514436
0.5422402,0.69566166,0.459983,0.6164862,0.8195931,0.5756635,0.027336225,0.7837096,0.68120027,0.70145434,0.6637461,0.30117503,0.3852029
0.6508008,0.62192905,0.50483924,0.5743625,0.82157254,0.62342453,-0.07073539,0.61416674,0.86822146,0.78593034,0.51875544,0.36335436,0.39233947
0.4764638,0.6629243,0.4136792,0.5440484,0.82135886,0.67264295,0.021550134,0.78133506,0.68249923,0.8099294,0.6332359,0.5069772,0.42832267
0.45245475,0.7215051,0.50570273,0.40437174,0.53043735,0.22190629,0.27593923,0.58461434,0.54942644,0.4479242,0.54995066,0.444685,0.55309343
0.5390681,0.79052067,0.52960765,0.56483704,0.7182637,0.46763217,0.059024334,0.75250524,0.679019,0.5331543,0.5802639,0.46486154,0.5691702
0.5097424,0.72667474,0.46765834,0.5939882,0.77835256,0.54749227,0.06685254,0.8147243,0.62483436,0.64818764,0.6731953,0.33389553,0.36234158
0.53770995,0.41990513,0.48736796,0.47724402,0.64825,0.5039691,0.053484693,0.5849435,0.73810166,0.83987206,0.38043672,0.16506933,0.10185282
0.54771626,0.6017911,0.46129972,0.6328463,0.8046245,0.5884695,0.027093634,0.78290576,0.726837,0.74799114,0.70209616,0.25533321,0.42896295
0.44547254,0.5602136,0.44105634,0.5796032,0.77644277,0.5786073,0.07743397,0.7517337,0.6287766,0.54184127,0.7441837,0.22709416,0.33522052
0.63561726,0.6662233,0.5608147,0.71744835,0.920644,0.63410145,-0.15329583,0.8021003,0.73461515,0.7455136,0.69383174,0.18739837,0.31662115
0.43290818,0.53152645,0.3268264,0.68105316,0.8028119,0.62942374,-0.02354607,0.896935,0.5412556,0.73370767,0.5126445,0.18103139,0.1920113
0.3950385,0.51077205,0.3197609,0.5646739,0.71590763,0.5928747,0.047189236,0.7491519,0.58196616,0.6953573,0.47857755,0.2778028,0.19648376
0.37890413,0.69111913,0.39360583,0.47004348,0.70966524,0.58484596,0.13677147,0.7781899,0.57530487,0.68194103,0.6542652,0.5539736,0.42448455
0.41820922,0.63918215,0.4086803,0.4897592,0.75966007,0.6320974,0.091555774,0.75469565,0.65202886,0.75559837,0.63587046,0.52313143,0.4326064
0.5701736,0.6869794,0.4982134,0.63275474,0.83454967,0.5926229,0.008547097,0.8125051,0.7089776,0.7421158,0.6431946,0.3042476,0.37127244
0.3978687,0.49180543,0.34710374,0.6465249,0.7765062,0.6140494,0.01516071,0.86024034,0.55119747,0.71722364,0.5404178,0.17200227,0.18765742
0.5987296,0.7512925,0.58742845,0.4646346,0.7019167,0.39259827,0.19147462,0.68425506,0.62911403,0.6688651,0.6543016,0.28612846,0.23749453
0.56307256,0.6984471,0.4653828,0.6330511,0.8288493,0.58431,0.0069726408,0.79657346,0.6941379,0.7154382,0.6475816,0.29631463,0.3864984
0.49319035,0.6829952,0.44023374,0.66969323,0.89470327,0.55566263,0.031699628,0.7789766,0.63485575,0.65948796,0.7265992,0.27127236,0.41889244
0.5120381,0.6555512,0.48150545,0.58885515,0.7879221,0.57685184,0.049359217,0.77549416,0.6905943,0.7020101,0.68411803,0.3060938,0.38597345
0.4132657,0.6427579,0.40452737,0.4778808,0.7534639,0.6049957,0.10920644,0.7126091,0.6534435,0.73768854,0.67467844,0.5036817,0.45563954
0.5676922,0.77013427,0.52638286,0.6234971,0.7900986,0.47299606,-0.06734663,0.6294706,0.7662711,0.5097312,0.505934,0.5414356,0.71678394
0.5261297,0.62926835,0.56961775,0.3796481,0.64642864,0.50325656,0.16207474,0.63822985,0.7406586,0.85125107,0.598244,0.47373033,0.3709928
0.57511777,0.68013155,0.5071436,0.6435982,0.85364544,0.6085237,-0.018592238,0.8031186,0.72594625,0.7520435,0.6565934,0.2914715,0.37442008
0.2924103,0.35634506,0.31997275,0.6570241,0.7261636,0.64542776,-0.015907124,0.8589405,0.50847864,0.555725,0.5903019,0.08002818,0.15609567
0.51384115,0.7289543,0.47931767,0.5976677,0.7846129,0.54965895,0.0692392,0.8293791,0.62585044,0.66694486,0.6785406,0.34371728,0.36466554
0.5568912,0.67923135,0.49780434,0.62804055,0.8259023,0.5933583,0.0018030405,0.79691786,0.7141009,0.7207826,0.6559173,0.29815218,0.38806766
0.42117786,0.5383977,0.41021955,0.59480214,0.7201119,0.609735,0.033994198,0.79592484,0.6417187,0.55818594,0.685754,0.2507215,0.38080513
0.5696646,0.6819621,0.5012826,0.6373379,0.83877414,0.59864795,-0.009965882,0.80217195,0.71655506,0.734742,0.6547297,0.28871107,0.3774295
0.5897002,0.6841846,0.50070024,0.55469006,0.7769502,0.5786643,-0.006206289,0.6650713,0.776519,0.707506,0.5748182,0.39074165,0.38732088
0.6215255,0.64795154,0.5807779,0.69092095,0.90237087,0.6250259,-0.13201891,0.7719546,0.7526164,0.738274,0.71171737,0.18289444,0.32043985
0.4856785,0.46306205,0.4504648,0.75820124,0.8856427,0.67876136,-0.17279267,0.89543784,0.59451234,0.7780093,0.56872106,0.0361062,0.08214629
0.43443856,0.5298002,0.49760473,0.5338086,0.6763513,0.42333806,0.1458219,0.64680696,0.6170468,0.5264827,0.764804,0.12394979,0.33556822
0.53575796,0.48105496,0.4814772,0.5928383,0.7640156,0.66793644,-0.107121736,0.6292993,0.8372327,0.6180018,0.6051463,0.26318264,0.39402944
0.63644326,0.78225034,0.7043061,0.67834413,0.7997971,0.5199608,-0.1683893,0.79322827,0.7485959,0.53839153,0.64089656,0.3654612,0.5592877
